"eventName","eventDescription","eventConstant","owner","feature","tags","groupDescription","propertyName","propertyDescription","propertyType","propertyPossibleValues","propertyIsNullable"
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","pythonEnvironmentPackages","Comma delimited list of hashed packages & their versions.
Common to most of the events.","string","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","pythonEnvironmentPath","A key, so that rest of the information is tied to this. (hash)
Common to most of the events.","string","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","pythonEnvironmentType","Found plenty of issues when starting kernels with conda, hence useful to capture this info.
Common to most of the events.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","pythonEnvironmentVersion","Found plenty of issues when starting Conda Python 3.7, Python 3.7 Python 3.9 (in early days when ipykernel was not up to date)
Common to most of the events.","string","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.
Used to check whether a particular notebook fails across time or not.
This is also used to map different telemetry events related to this same resource. E.g. we could have an event sent for starting a notebook with this hash,
and then later we get yet another event indicating starting a notebook failed. And another event indicating the Python environment used for this notebook is a conda environment or
we have some other event indicating some other piece of data for this resource. With the information across multiple resources we can now join the different data points
and have a better understanding of what is going on, e.g. why something failed.
Common to most of the events.","string","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.VARIABLE_EXPLORER_FETCH_TIME","How long did it take for a single variable request to be resolved.","Telemetry.VariableExplorerFetchTime","IanMatthewHuff","VariableViewer","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.VARIABLE_EXPLORER_VARIABLE_COUNT","Count how many variables were in a variable request.","Telemetry.VariableExplorerVariableCount","IanMatthewHuff","VariableViewer","","","variableCount","Count of variables requested","number","",false
"DS_INTERNAL.VSCNOTEBOOK_CELL_TRANSLATION_FAILED","We've failed to translate a Jupyter cell output for serialization into a Notebook cell.","Telemetry.VSCNotebookCellTranslationFailed","donjayamanne","Notebook, InteractiveWindow","","","outputType","Type of the output received from the Jupyter kernel.
This is required to identify output types that we're not mapping correctly.","string","",false
"DS_INTERNAL.WAIT_FOR_IDLE_JUPYTER","Sent to measure the time taken to wait for a Jupyter kernel to be idle.","Telemetry.WaitForIdleJupyter","donjayamanne","N/A","KernelStartup","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.WEBVIEW_STARTUP","We started up a webview.","Telemetry.WebviewStartup","IanMatthewHuff","N/A","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"ENVFILE_VARIABLE_SUBSTITUTION","Telemetry event sent when substituting Environment variables to calculate value of variables.
E.g. user has a a .env file with tokens that need to be replaced with env variables.
such as an env file having the variable `${HOME}`.
Gives us an idea of whether users have variable references in their .env files or not.","EventName.ENVFILE_VARIABLE_SUBSTITUTION","donjayamanne","N/A","","","","","","",""
"ENVFILE_WORKSPACE","Telemetry event sent when an environment file is detected in the workspace.","EventName.ENVFILE_WORKSPACE","donjayamanne","N/A","","","","","","",""
"EXTENSION.LOAD","Telemetry event sent with perf measures related to activation and loading of extension.","EventName.EXTENSION_LOAD","donjayamanne","N/A","","","totalActivateTime","Time taken to activate the extension.","number","",false
"EXTENSION.LOAD","Telemetry event sent with perf measures related to activation and loading of extension.","EventName.EXTENSION_LOAD","donjayamanne","N/A","","","workspaceFolderCount","Number of workspace folders opened","number","",false
"HASHED_PACKAGE_NAME","Telemetry event sent with hash of an imported python package.
Used to detect the popularity of a package, that would help determine which packages
need to be prioritized when resolving issues with intellisense or supporting similar issues related to a (known) specific package.","EventName.HASHED_PACKAGE_NAME","donjayamanne","N/A","","","hashedNamev2","Hash of the package name","string","",false
"HASHED_PACKAGE_NAME","Telemetry event sent with hash of an imported python package.
Used to detect the popularity of a package, that would help determine which packages
need to be prioritized when resolving issues with intellisense or supporting similar issues related to a (known) specific package.","EventName.HASHED_PACKAGE_NAME","donjayamanne","N/A","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"HASHED_PACKAGE_NAME","Telemetry event sent with hash of an imported python package.
Used to detect the popularity of a package, that would help determine which packages
need to be prioritized when resolving issues with intellisense or supporting similar issues related to a (known) specific package.","EventName.HASHED_PACKAGE_NAME","donjayamanne","N/A","","","when","Whether the package was detected in an existing file (upon open, upon save, upon close) or when it was being used during execution.","","'onExecution' 
'onOpenCloseOrSave' ",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","/* Detection of jupyter failed ","failed","Failed to detect Jupyter.","true","",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","/* Detection of jupyter failed ","frontEnd","Whether this is jupyter lab or notebook.","","'notebook' 
'lab' ",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","/* Detection of jupyter failed ","reason","Reason for failure.","'notInstalled'","",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","Jupyter was successfully detected ","detection","Jupyter is in current path of process owned by VS Code.
I.e. jupyter can be found in the path as defined by the env variable process.env['PATH'].","'process'","",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","Jupyter was successfully detected ","frontEnd","Whether this is jupyter lab or notebook.","","'notebook' 
'lab' ",false
"JUPYTER_IS_INSTALLED","Telemetry sent with result of detecting Jupyter in the current path.","Telemetry.JupyterInstalled","donjayamanne","N/A","","Jupyter was successfully detected ","frontEndVersion","Version of the form 6.11, 4.8","number","",false
